ISBN,ISBN13 (Formatted),Author (SN/FN),Work Author on Cover,Work Cover Title,Work Sub Title,Edition Original Language,Edition Binding,Edition Discount Type,Published Price,Region Pricing: UK (UK),Region Pricing: Europe (EU),Edition Group Titles: Series,Edition Extent,Edition Illustration Details,Edition Format,Pub Date Year,Edition Group Titles: BISAC,Edition Territory,Group Code: BISAC/1,Group Code: BISAC/2,Group Code: BISAC/3,,,,
674753402,9780674753402,"Saxenian, AnnaLee",AnnaLee Saxenian,Regional Advantage,"Culture and Competition in Silicon Valley and Route 128, With a New Preface by the Author",,Paperback,Short,$34.00,£27.95,€30.50,,240,"6 graphs, 2 maps, 5 tables",6-1/8 x 9-1/4,1996,"BUSINESS & ECONOMICS / Economic History,BUSINESS & ECONOMICS / Urban & Regional,COMPUTERS / Information Technology",World,BUS023000,BUS067000,COM032000,,,,
674050444,9780674050440,"Daniels, Cynthia R.",Cynthia Daniels,At Women’s Expense,State Power and the Politics of Fetal Rights,,Paperback,Short,$32.00,£25.95,€29.00,,191,none,6-1/8 x 9-1/4,1996,"SOCIAL SCIENCE / Women's Studies,LAW / Gender & the Law,POLITICAL SCIENCE / Public Policy / General",World,SOC028000,LAW043000,POL028000,,,,
674995325,9780674995321,"Sophocles, ",Sophocles,Fragments,,"Greek, Ancient (to 1453)",Hardback,Loeb,$28.00,£19.95,€25.00,Loeb Classical Library,448,Index,4-1/4 x 6-3/8,1996,"DRAMA / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical",World,DRA006000,LIT004190,,,,,
674962478,9780674962477,"Martín-Baró, Ignacio",Ignacio Martín-Baró,Writings for a Liberation Psychology,,,Paperback,Short,$36.00,£28.95,€32.50,,256,7 tables,6-1/8 x 9-1/4,1996,"POLITICAL SCIENCE / Human Rights,PSYCHOLOGY / General,HISTORY / Latin America / Central America",World,POL035010,PSY000000,HIS007000,,,,
674354370,9780674354371,"Graham, Loren",Loren Graham,The Ghost of the Executed Engineer,Technology and the Fall of the Soviet Union,,Paperback,Short,$31.50,£25.95,€28.50,Russian Research Center Studies,154,"18 halftones, 2maps",6-1/8 x 9-1/4,1996,"TECHNOLOGY & ENGINEERING / General,SCIENCE / History,BIOGRAPHY & AUTOBIOGRAPHY / General",World,TEC000000,SCI034000,BIO000000,,,,
674807421,9780674807426,"Gambetta, Diego",Diego Gambetta,The Sicilian Mafia,The Business of Private Protection,,Paperback,Short,$38.00,£30.95,€34.00,,346,"2 maps, 4 tables",6-1/8 x 9-1/4,1996,"BUSINESS & ECONOMICS / Economics / General,SOCIAL SCIENCE / Criminology",World,BUS069000,SOC004000,,,,,
674644999,9780674644991,"Modell, Arnold",Arnold Modell,"Other Times, Other Realities",Toward a Theory of Psychoanalytic Treatment,,Paperback,Short,$37.00,£29.95,€33.50,,180,,6-1/8 x 9-1/4,1996,"PSYCHOLOGY / Movements / Psychoanalysis,MEDICAL / Psychiatry / General",World,PSY026000,MED105000,,,,,
674128133,9780674128132,"Gillick, Muriel R.",Muriel R. Gillick M.D.,Choosing Medical Care in Old Age,"What Kind, How Much, When to Stop",,Paperback,Academic Trade,$20.50,£16.95,€18.50,,224,none,6-1/8 x 9-1/4,1996,"MEDICAL / Geriatrics,MEDICAL / Physician & Patient,FAMILY & RELATIONSHIPS / Eldercare",World,MED032000,MED074000,FAM017000,,,,
674066596,9780674066595,"Cohen, I. Bernard",I. Bernard Cohen,Benjamin Franklin's Science,,,Paperback,Short,$36.50,£29.95,€33.00,,288,"3 halftones, 9 line illustrations",6-1/8 x 9-1/4,1996,"HISTORY / World,SCIENCE / History",World,HIS037000,SCI034000,,,,,
674644735,9780674644731,"Dummett, Michael",Michael Dummett,Origins of Analytical Philosophy,,,Paperback,Short,$36.00,£28.95,€32.50,,212,none,5-11/16 x 8-7/8,1996,PHILOSOPHY / General,"Not for sale UK, British Commonwealth & Europe (except Canada)",PHI000000,,,,,,
674825284,9780674825284,"Genovese, Eugene D.",Eugene Genovese,The Southern Tradition,The Achievement and Limitations of an American Conservatism,,Paperback,Academic Trade,$33.50,£26.95,€30.00,The William E. Massey Sr. Lectures in American Studies,154,,6 x 9,1996,"HISTORY / United States / General,PHILOSOPHY / Ethics & Moral Philosophy,POLITICAL SCIENCE / History & Theory",World,HIS036000,PHI005000,POL010000,,,,
674821475,9780674821477,"Vendler, Helen",Helen Vendler,Soul Says,On Recent Poetry,,Paperback,Academic Trade,$18.00,£14.95,€16.00,,284,None,6-1/8 x 9-1/4,1996,"LITERARY CRITICISM / Poetry,POETRY / American / General,POETRY / European / English, Irish, Scottish, Welsh",World,LIT014000,POE005010,POE005020,,,,
674955447,9780674955448,"Corbin, Alain",Alain Corbin,Women for Hire,Prostitution and Sexuality in France after 1850,,Paperback,Short,$47.00,£37.95,€42.50,,512,"17 line illustrations, 10 tables",6-1/8 x 9-1/4,1996,"HISTORY / Europe / France,HISTORY / Modern / 19th Century,SOCIAL SCIENCE / Women's Studies",World,HIS013000,HIS037060,SOC028000,,,,
674949137,9780674949133,"Bane, Mary Jo,Ellwood, David T.",Mary Jo Bane and David T. Ellwood,Welfare Realities,From Rhetoric to Reform,,Paperback,Short,$37.00,£29.95,€33.50,,238,30  tables tables,6 x 9,1996,POLITICAL SCIENCE / General,World,POL000000,,,,,,
674893077,9780674893078,"Malcolm, Joyce Lee",Joyce Lee Malcolm,To Keep and Bear Arms,The Origins of an Anglo-American Right,,Paperback,Short,$33.50,£26.95,€30.00,,254,None,6-1/8 x 9-1/4,1996,"HISTORY / United States / General,LAW / Constitutional,LAW / Legal History",World,HIS036000,LAW018000,LAW060000,,,,
674319141,9780674319141,"Newhouse, Joseph P.",Joseph P. Newhouse,Free for All?,Lessons from the RAND Health Insurance Experiment,,Paperback,Short,$49.00,£39.95,€44.00,,504,"11 line illustrations, 166 tables",6-1/8 x 9-1/4,1996,"MEDICAL / Health Policy,MEDICAL / Public Health,BUSINESS & ECONOMICS / Insurance / Health",World,MED036000,MED078000,BUS033040,,,,
674753631,9780674753631,"Keller, Morton",Morton Keller,Regulating a New Economy,"Public Policy and Economic Change in America, 1900–1933",,Paperback,Short,$42.00,£33.95,€38.00,,432,19 halftones,6-1/8 x 9-1/4,1996,"HISTORY / United States / 20th Century,POLITICAL SCIENCE / Public Policy / Economic Policy,BUSINESS & ECONOMICS / Government & Business",World,HIS036060,POL024000,BUS079000,,,,
674403657,9780674403659,,Georges Duby,"History of Women in the West, Volume V: Toward a Cultural Identity in the Twentieth Century",,,Paperback,Short,$33.50,£26.95,€30.00,,728,44 halftones,6-1/4 x 9-1/4,1996,"HISTORY / World,SOCIAL SCIENCE / Gender Studies,HISTORY / Modern / 20th Century",World,HIS037000,SOC032000,HIS037070,,,,
674128265,9780674128262,"Kuper, Adam",Adam Kuper,The Chosen Primate,Human Nature and Cultural Diversity,,Paperback,Short,$45.50,£36.95,€41.00,,286,21 halftones,5-1/2 x 9,1996,"SOCIAL SCIENCE / Anthropology / Cultural & Social,SOCIAL SCIENCE / Anthropology / General",World,SOC002010,SOC002000,,,,,
674193202,9780674193208,"Mongan, Agnes",Agnes Mongan,David to Corot,French Drawings in the Fogg Art Museum,,Hardback,Short,$237.50,£190.95,€214.00,,320,472 halftones,Other,1996,"ART / Collections, Catalogs, Exhibitions / General,ART / European",World,ART006000,ART015030,,,,,
674067622,9780674067622,"Jelavich, Peter",Peter Jelavich,Berlin Cabaret,,,Paperback,Short,$40.00,£32.95,€36.00,Studies in Cultural History,336,"36 halftones, 4 line illustrations",6-1/8 x 9-1/4,1996,"HISTORY / Europe / Germany,HISTORY / Modern / 20th Century,HISTORY / Social History",World,HIS014000,HIS037070,HIS054000,,,,
674031857,9780674031852,"Holmes, Stephen",Stephen Holmes,The Anatomy of Antiliberalism,,,Paperback,Short,$36.50,£29.95,€33.00,,352,none,6-1/8 x 9-1/4,1996,"PHILOSOPHY / Political,POLITICAL SCIENCE / General,POLITICAL SCIENCE / History & Theory",World,PHI019000,POL000000,POL010000,,,,
674066553,9780674066557,,Esmond Wright,Benjamin Franklin,His Life as He Wrote It,,Paperback,Academic Trade,$30.50,£24.95,€27.50,,312,17 halftones,6-1/8 x 9-1/4,1996,"BIOGRAPHY & AUTOBIOGRAPHY / Historical,HISTORY / United States / Colonial Period (1600-1775)",North America only,BIO006000,HIS036020,,,,,
674707532,9780674707535,"Modell, Arnold",Arnold Modell,The Private Self,,,Paperback,Short,$37.00,£29.95,€33.50,,250,,5-1/2 x 8-1/4,1996,"PSYCHOLOGY / Movements / Psychoanalysis,MEDICAL / Psychiatry / General",World,PSY026000,MED105000,,,,,
674639340,9780674639348,"MacKinnon, Catharine A.",Catharine A. MacKinnon,Only Words,,,Paperback,Academic Trade,$29.50,£23.95,€26.50,,160,None,5 x 7-1/2,1996,"SOCIAL SCIENCE / Feminism & Feminist Theory,SOCIAL SCIENCE / Gender Studies,LAW / Constitutional",Not for sale UK & British Commonwealth (except Canada),SOC010000,SOC032000,LAW018000,,,,
674768043,9780674768048,"Rubin, Barry",Barry Rubin,Revolution Until Victory?,The Politics and History of the PLO,,Paperback,Short,$36.50,£29.95,€33.00,,292,,6-1/8 x 9-1/4,1996,"HISTORY / Middle East / General,POLITICAL SCIENCE / International Relations / General",World,HIS026000,POL011000,,,,,
674697189,9780674697188,"Herman, Barbara",Barbara Herman,The Practice of Moral Judgment,,,Paperback,Short,$37.00,£29.95,€33.50,,268,None,6-1/8 x 9-1/4,1996,PHILOSOPHY / Ethics & Moral Philosophy,World,PHI005000,,,,,,
674790073,9780674790070,"Jaher, Frederic Cople",Frederic Jaher,A Scapegoat in the New Wilderness,The Origins and Rise of Anti-Semitism in America,,Paperback,Short,$36.00,£28.95,€32.50,,,,6-1/8 x 9-1/4,1996,"HISTORY / United States / General,HISTORY / Jewish",World,HIS036000,HIS022000,,,,,
873658124,9780873658126,"Brain, Jeffrey P.,Phillips, Philip",Jeffrey P. Brain and Philip Phillips,Shell Gorgets,Styles of the Late Prehistoric and Protohistoric Southeast,,Paperback,Short,$85.00,£68.95,€76.50,,544,"2641 halftones, 33 maps, 41 line illustrations",Other,1996,SOCIAL SCIENCE / Archaeology,"World, subsidiary rights restricted",SOC003000,,,,,,
067438704X,9780674387041,"Farris, William Wayne",William Wayne Farris,Heavenly Warriors,"The Evolution of Japan's Military, 500-1300",,Paperback,Short,$27.95,£22.95,€25.00,Harvard East Asian Monographs,400,14 maps 14 b/w,6 x 9,1996,"HISTORY / Asia / Japan,HISTORY / Military / General",World,HIS021000,HIS027000,,,,,
674749219,9780674749214,"Owen, Stephen",Stephen Owen,Readings in Chinese Literary Thought,,,Paperback,Short,$39.95,£31.95,€36.00,Harvard-Yenching Institute Monograph Series,688,none,6 x 9,1996,"HISTORY / Asia / Japan,HISTORY / Modern / 20th Century,BUSINESS & ECONOMICS / Economic History",World,HIS021000,HIS037070,BUS023000,,,,
674937368,9780674937369,"Cartmill, Matt",Matt Cartmill,A View to a Death in the Morning,Hunting and Nature Through History,,Paperback,Short,$47.00,£37.95,€42.50,,347,"17 halftones, 1 table",6 x 9-1/4,1996,"HISTORY / World,SOCIAL SCIENCE / Anthropology / Cultural & Social",World,HIS037000,SOC002010,,,,,
067427105X,9780674271050,"Mayr, Ernst",Ernst Mayr,Evolution and the Diversity of Life,Selected Essays,,Paperback,Short,$55.00,£44.95,€49.50,,736,"15 line illustrations, 21 tables, 5 maps",6-1/8 x 9-1/4,1997,"SCIENCE / Life Sciences / Evolution,SCIENCE / Life Sciences / Biology",World,SCI027000,SCI008000,,,,,
674955218,9780674955219,"Davis, Natalie Zemon",Natalie Zemon Davis,Women on the Margins,Three Seventeenth-Century Lives,,Paperback,Short,$33.50,£26.95,€30.00,,400,41 halftones,6-1/8 x 9-1/4,1997,"HISTORY / Europe / Western,HISTORY / Modern / 17th Century,SOCIAL SCIENCE / Women's Studies",World,HIS010020,HIS037040,SOC028000,,,,
674018117,9780674018112,"Danziger, Sheldon H.,Gottschalk, Peter",Sheldon H. Danziger and Peter Gottschalk,America Unequal,,,Paperback,Short,$37.00,£29.95,€33.50,,240,"24 line illustrations, 16 tables",6 x 9,1997,"POLITICAL SCIENCE / Political Economy,POLITICAL SCIENCE / Public Policy / Social Services & Welfare",World,POL023000,POL019000,,,,,
674664779,9780674664777,"Taylor, Charles",Charles Taylor,Philosophical Arguments,,,Paperback,Short,$37.50,£30.95,€34.00,,336,None,6-1/8 x 9-1/4,1997,PHILOSOPHY / General,World,PHI000000,,,,,,
674525418,9780674525412,"Hundert, Edward M.",Edward M. Hundert,Lessons from an Optical Illusion,"On Nature and Nurture, Knowledge and Values",,Paperback,Short,$37.50,£30.95,€34.00,,288,"16 halftones, 11 line illustrations",5-5/8 x 8-3/4,1997,"SCIENCE / Life Sciences / Evolution,PSYCHOLOGY / Neuropsychology,PSYCHOLOGY / Cognitive Psychology & Cognition",World,SCI027000,PSY020000,PSY008000,,,,
674488822,9780674488823,"Bowersock, G. W.",G. W. Bowersock,Julian the Apostate,,,Paperback,Short,$30.50,£24.95,€27.50,,152,10 halftones,5-1/2 x 8-1/4,1997,"BIOGRAPHY & AUTOBIOGRAPHY / Historical,HISTORY / Ancient / Rome",World,BIO006000,HIS002020,,,,,
674779436,9780674779433,"Williams, Patricia J.",Patricia J. Williams,The Rooster’s Egg,,,Paperback,Short,$34.50,£27.95,€31.00,,,,6 x 9,1997,"SOCIAL SCIENCE / Popular Culture,SOCIAL SCIENCE / Discrimination & Race Relations",World,SOC022000,SOC031000,,,,,
674995066,9780674995062,"Menander, ",Menander,Heros. Theophoroumene. Karchedonios. Kitharistes. Kolax. Koneiazomenai. Leukadia. Misoumenos. Perikeiromene. Perinthia,,"Greek, Ancient (to 1453)",Hardback,Loeb,$28.00,£19.95,€25.00,Loeb Classical Library,528,none,4-1/4 x 6-3/8,1997,"DRAMA / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical,HISTORY / Ancient / Greece,PERFORMING ARTS / Theater / Playwriting",World,DRA006000,LIT004190,HIS002010,,,,
674242424,9780674242425,"Goldsmith, Donald",Donald Goldsmith,Einstein’s Greatest Blunder?,The Cosmological Constant and Other Fudge Factors in the Physics of the Universe,,Paperback,Short,$16.00,£12.95,€14.50,Questions of Science,248,"16 tables, 16 halftones, 31 line illustrations",7 x 8,1997,"SCIENCE / Cosmology,SCIENCE / Physics / General",World,SCI015000,SCI055000,,,,,
674160673,9780674160675,"Graff, Harvey J.",Harvey J. Graff,Conflicting Paths,Growing Up in America,,Paperback,Short,$41.00,£32.95,€37.00,,,,6-1/8 x 9-1/4,1997,"HISTORY / Social History,SOCIAL SCIENCE / Children's Studies,HISTORY / United States / General",World,HIS054000,SOC047000,HIS036000,,,,
674023226,9780674023222,"Ferguson, Robert A.",Robert A. Ferguson,"The American Enlightenment, 1750-1820",,,Paperback,Short,$33.50,£26.95,€30.00,,240,None,6 x 9,1997,"LITERARY CRITICISM / American / General,HISTORY / United States / Revolutionary Period (1775-1800)",World,LIT004020,HIS036030,,,,,
674217039,9780674217034,"Luker, Kristin",Kristin Luker,Dubious Conceptions,The Politics of Teenage Pregnancy,,Paperback,Short,$40.00,£32.95,€36.00,,304,11 tables,6 x 9-1/4,1997,"POLITICAL SCIENCE / Public Policy / Social Services & Welfare,SOCIAL SCIENCE / Women's Studies",World,POL019000,SOC028000,,,,,
674089235,9780674089235,"Wildavsky, Aaron",Aaron Wildavsky,But Is It True?,A Citizen’s Guide to Environmental Health and Safety Issues,,Paperback,Short,$63.50,£50.95,€57.00,,584,,6-3/8 x 9-1/4,1997,"SCIENCE / Environmental Science (see also Chemistry / Environmental),POLITICAL SCIENCE / Public Policy / General",World,SCI026000,POL028000,,,,,
674929535,9780674929531,"Readings, Bill",Bill Readings,The University in Ruins,,,Paperback,Short,$31.50,£25.95,€28.50,,256,none,6-1/8 x 9-1/4,1997,"EDUCATION / Higher,EDUCATION / History,EDUCATION / Organizations & Institutions",World,EDU015000,EDU016000,EDU036000,,,,
674874803,9780674874800,"Phillips, Adam",Adam Phillips,Terrors and Experts,,,Paperback,Academic Trade,$13.00,£10.95,€11.50,,,,5-1/2 x 8-1/4,1997,"PSYCHOLOGY / Movements / Psychoanalysis,PSYCHOLOGY / Psychotherapy / General","Not for sale UK, British Commonwealth & Europe (except Canada)",PSY026000,PSY028000,,,,,
674808215,9780674808218,"Epstein, Richard A.",Richard A. Epstein,Simple Rules for a Complex World,,,Paperback,Short,$42.50,£34.95,€38.50,,378,none,6-1/8 x 9-1/4,1997,"POLITICAL SCIENCE / Public Policy / General,LAW / Remedies & Damages,LAW / Administrative Law & Regulatory Practice",World,POL028000,LAW080000,LAW001000,,,,
674069080,9780674069084,"Berkhofer, Robert F.",Robert F. Berkhofer Jr.,Beyond the Great Story,History as Text and Discourse,,Paperback,Short,$54.50,£43.95,€49.00,,400,6 line illustrations,6-3/8 x 9-1/4,1997,"HISTORY / Historiography,SOCIAL SCIENCE / General",World,HIS016000,SOC000000,,,,,
674463641,9780674463646,"Kiberd, Declan",Declan Kiberd,Inventing Ireland,,,Paperback,Short,$50.50,£40.95,€45.50,Convergences: Inventories of the Present,736,,6-3/8 x 9-1/4,1997,"HISTORY / Europe / Ireland,LITERARY CRITICISM / European / English, Irish, Scottish, Welsh,DRAMA / European / English, Irish, Scottish, Welsh",North America only,HIS018000,LIT004120,DRA003000,,,,
674689372,9780674689374,"Skowronek, Stephen",Stephen Skowronek,The Politics Presidents Make,"Leadership from John Adams to Bill Clinton, Revised Edition",,Paperback,Short,$34.50,£27.95,€31.00,,576,3 tables,6-3/8 x 9-1/4,1997,"POLITICAL SCIENCE / Political Process / Leadership,POLITICAL SCIENCE / History & Theory,HISTORY / United States / General",World,POL025000,POL010000,HIS036000,,,,
873658213,9780873658218,"Graham, Ian,von Euw, Eric",Ian Graham and Eric von Euw,"Corpus of Maya Hieroglyphic Inscriptions, Volume 8: Part 1: Coba",,,Paperback,Short,$50.00,£40.95,€45.00,Corpus of Maya Hieroglyphic Inscriptions,64,"42 line illustrations, 54 halftones, 1 map, 4 site plans",Other,1997,"SOCIAL SCIENCE / Archaeology,FOREIGN LANGUAGE STUDY / Native American Languages,HISTORY / Americas (North, Central, South, West Indies)","World, subsidiary rights restricted",SOC003000,FOR031000,HIS038000,,,,
674216458,9780674216457,"Livingston, James D.",James D. Livingston,Driving Force,The Natural Magic of Magnets,,Paperback,Trade,$28.50,£22.95,€25.50,,334,"34 halftones, 23 line illustrations",Other,1997,"SCIENCE / Physics / Magnetism,SCIENCE / Physics / General,TECHNOLOGY & ENGINEERING / Materials Science",World,SCI038000,SCI055000,TEC021000,,,,
674534301,9780674534308,"Trebilcock, Michael J.",Michael J. Trebilcock,The Limits of Freedom of Contract,,,Paperback,Short,$44.00,£35.95,€39.50,,310,"7 figures, 1 table",6-1/8 x 9-1/4,1997,LAW / Contracts,World,LAW021000,,,,,,
674773071,9780674773073,,John D. Graham,Risk vs. Risk,Tradeoffs in Protecting Health and the Environment,,Paperback,Short,$42.50,£34.95,€38.50,,352,"12 computer line illustrations, 14 tables",6-1/8 x 9-1/4,1997,"POLITICAL SCIENCE / General,MEDICAL / Public Health",World,POL000000,MED078000,,,,,
674472810,9780674472815,"Ramseyer, J. Mark,Rosenbluth, Frances M.",J. Mark Ramseyer and Frances M. Rosenbluth,Japan's Political Marketplace,,,Paperback,Short,$49.50,£39.95,€44.50,,272,"6 line illustrations, 33 tables",6-1/8 x 9-1/4,1997,"POLITICAL SCIENCE / Political Ideologies / Democracy,POLITICAL SCIENCE / Political Process / Campaigns & Elections,HISTORY / Asia / Japan",World,POL007000,POL008000,HIS021000,,,,
674566769,9780674566767,,Daniel L. Schacter,Memory Distortion,"How Minds, Brains, and Societies Reconstruct the Past",,Paperback,Short,$55.00,£44.95,€49.50,,,"2 halftones, 13 line illustrations",6-3/8 x 9-1/4,1997,"PSYCHOLOGY / Movements / Psychoanalysis,PSYCHOLOGY / Psychotherapy / General,MEDICAL / Neuroscience",World,PSY026000,PSY028000,MED057000,,,,
674600886,9780674600881,"Newton, Adam Zachary",Adam Newton,Narrative Ethics,,,Paperback,Short,$31.00,£24.95,€28.00,,335,,6-1/8 x 9-1/4,1997,PHILOSOPHY / General,World,PHI000000,,,,,,
674892836,9780674892835,"Tyack, David B.,Cuban, Larry",David Tyack and Larry Cuban,Tinkering toward Utopia,A Century of Public School Reform,,Paperback,Short,$34.50,£27.95,€31.00,,192,2 halftones,6-1/8 x 9-1/4,1997,"EDUCATION / Educational Policy & Reform / General,EDUCATION / History,EDUCATION / Organizations & Institutions",World,EDU034000,EDU016000,EDU036000,,,,
674505727,9780674505728,"Thornton, Ian",Ian Thornton,Krakatau,The Destruction and Reassembly of an Island Ecosystem,,Paperback,Short,$38.00,£30.95,€34.00,,346,"7 maps, 13 figures, 26 photos, 1 illustration, 5 tables",6-3/8 x 9-1/4,1997,"SCIENCE / General,SCIENCE / Earth Sciences / Geology",World,SCI000000,SCI031000,,,,,
674068807,9780674068803,"Taylor, Jill McLean,Gilligan, Carol,Sullivan, Amy M.","Jill McLean Taylor, Carol Gilligan, and Amy M. Sullivan",Between Voice and Silence,"Women and Girls, Race and Relationship",,Paperback,Short,$35.50,£28.95,€32.00,,267,None,6-1/8 x 9-1/4,1997,"SOCIAL SCIENCE / Minority Studies,SOCIAL SCIENCE / Women's Studies,PSYCHOLOGY / Developmental / Adolescent",World,SOC020000,SOC028000,PSY002000,,,,
