ISBN,ISBN13 (Formatted),Author (SN/FN),Work Author on Cover,Work Cover Title,Work Sub Title,Edition Original Language,Edition Binding,Edition Discount Type,Published Price,Region Pricing: UK (UK),Region Pricing: Europe (EU),Edition Group Titles: Series,Edition Extent,Edition Illustration Details,Edition Format,Pub Date Year,Edition Group Titles: BISAC,Edition Territory,Group Code: BISAC/1,Group Code: BISAC/2,Group Code: BISAC/3,,,,
674976967,9780674976962,"Suh, Soyoung",Soyoung Suh,Naming the Local,"Medicine, Language, and Identity in Korea since the Fifteenth Century",,Hardback,Text,$39.95,£31.95,€36.00,Harvard East Asian Monographs,244,"9 halftones, 2 tables",6 x 9,2017,"HISTORY / Asia / Korea,SCIENCE / History,MEDICAL / History",World,HIS023000,SCI034000,MED039000,,,,
674545494,9780674545496,"Bejan, Teresa M.",Teresa M. Bejan,Mere Civility,Disagreement and the Limits of Toleration,,Hardback,Text,$46.50,£37.95,€42.00,,288,,6-1/8 x 9-1/4,2017,"PHILOSOPHY / Political,POLITICAL SCIENCE / History & Theory",World,PHI019000,POL010000,,,,,
674972074,9780674972070,"Wieman, Carl",Carl Wieman,Improving How Universities Teach Science,Lessons from the Science Education Initiative,,Hardback,Text,$36.00,£28.95,€32.50,,288,"6 charts, 10 tables",6-1/8 x 9-1/4,2017,"SCIENCE / Study & Teaching,EDUCATION / Higher,EDUCATION / Administration / Higher",World,SCI063000,EDU015000,EDU001030,,,,
873658671,9780873658676,"Banta, Melissa,Hinsley, Curtis M.",Melissa Banta and Curtis M. Hinsley,From Site to Sight,"Anthropology, Photography, and the Power of Imagery, Thirtieth Anniversary Edition",,Paperback,Text,$40.00,£32.95,€36.00,,170,"32 color illustrations, 115 halftones, 14 line illustrations, 1 map",8-1/2 x 11,2017,"SOCIAL SCIENCE / Anthropology / General,SOCIAL SCIENCE / Archaeology,PHOTOGRAPHY / Collections, Catalogs, Exhibitions / General",World,SOC002000,SOC003000,PHO004000,,,,
674996461,9780674996465,"Aristides, Aelius",Aelius Aristides,"Orations, Volume I",,"Greek, Ancient (to 1453)",Hardback,Loeb,$28.00,£19.95,€25.00,Loeb Classical Library,720,,4-1/4 x 6-3/8,2017,"LITERARY CRITICISM / Ancient & Classical,HISTORY / Ancient / Greece,LITERARY COLLECTIONS / Speeches",World,LIT004190,HIS002010,LCO018000,,,,
674971620,9780674971622,"Petrarca, Francesco",Francesco Petrarca,"Selected Letters, Volume 2",,,Hardback,Academic Trade,$29.95,£19.95,€21.00,The I Tatti Renaissance Library,816,,5-1/4 x 8,2017,"HISTORY / Europe / Renaissance,LITERARY COLLECTIONS / Letters",World,HIS037020,LCO011000,,,,,
674971639,9780674971639,"Manutius, Aldus",Aldus Manutius,Humanism and the Latin Classics,,,Hardback,Academic Trade,$29.95,£19.95,€21.00,The I Tatti Renaissance Library,448,,5-1/2 x 8-1/4,2017,"LITERARY CRITICISM / Renaissance*,HISTORY / Europe / Renaissance",World,LIT019000,HIS037020,,,,,
674971868,9780674971868,"Fiss, Owen",Owen Fiss,Pillars of Justice,Lawyers and the Liberal Tradition,,Hardback,Trade,$27.95,£22.95,€25.00,,224,13 halftones,5-1/2 x 8-1/4,2017,"LAW / Legal History,BIOGRAPHY & AUTOBIOGRAPHY / Lawyers & Judges,HISTORY / United States / 20th Century,POLITICAL SCIENCE / Political Ideologies / Conservatism & Liberalism",World,LAW060000,BIO020000,HIS036060,,,,
674971787,9780674971783,"Feenberg, Andrew",Andrew Feenberg,Technosystem,The Social Life of Reason,English,Hardback,Text,$36.00,£28.95,€32.50,,256,"2 halftones, 3 tables",6-1/8 x 9-1/4,2017,"PHILOSOPHY / Political,COMPUTERS / Internet / General,PHILOSOPHY / Social,COMPUTERS / Human-Computer Interaction (HCI),TECHNOLOGY & ENGINEERING / Social Aspects",World,PHI019000,COM060000,PHI034000,,,,
674972279,9780674972278,"Bruckner, Pascal",Pascal Bruckner,The Wisdom of Money,,French,Hardback,Trade,$27.95,£22.95,€25.00,,296,,5-1/2 x 8-1/4,2017,"PHILOSOPHY / Social,BUSINESS & ECONOMICS / General,SOCIAL SCIENCE / Social Classes",World,PHI034000,BUS000000,SOC050000,,,,
067418503X,9780674185036,"Foster, David R.",David R. Foster,"Wildlands and Woodlands, Farmlands and Communities",Broadening the Vision for New England,,Paperback,Text,$5.00,£4.95,€4.50,,40,"67 color illustrations, 2 halftones, 16 maps",12 x 9,2017,"SCIENCE / Environmental Science (see also Chemistry / Environmental),SCIENCE / Global Warming & Climate Change",World,SCI026000,SCI092000,,,,,
674971736,9780674971738,"Dumouchel, Paul,Damiano, Luisa",Paul Dumouchel and Luisa Damiano,Living with Robots,,French,Hardback,Trade,$29.95,£23.95,€27.00,,280,"11 halftones, 1 line illustration, 1 table",5-1/2 x 8-1/4,2017,"PHILOSOPHY / Mind & Body,TECHNOLOGY & ENGINEERING / Robotics,COMPUTERS / Intelligence (AI) & Semantics,SCIENCE / Philosophy & Social Aspects,PHILOSOPHY / Ethics & Moral Philosophy",World,PHI015000,TEC037000,COM004000,,,,
674976452,9780674976450,"Morrison, Toni",Toni Morrison,The Origin of Others,,,Hardback,Trade,$22.95,£18.95,€20.50,The Charles Eliot Norton Lectures,136,,4-3/8 x 7-1/8,2017,"LITERARY CRITICISM / American / African American,SOCIAL SCIENCE / Discrimination & Race Relations,SOCIAL SCIENCE / Black Studies (Global),PHILOSOPHY / Social,HISTORY / United States / General",World,LIT004040,SOC031000,SOC056000,,,,
674971892,9780674971899,"Cossar, Roisin",Roisin Cossar,Clerical Households in Late Medieval Italy,,,Hardback,Text,$51.50,£41.95,€46.50,I Tatti Studies in Italian Renaissance History,240,,6-1/8 x 9-1/4,2017,"HISTORY / Europe / Medieval,HISTORY / Europe / Italy,HISTORY / Social History,RELIGION / Clergy",World,HIS037010,HIS020000,HIS054000,,,,
1932650172,9781932650174,,Michael S. Flier,The Battle for Ukrainian,A Comparative Perspective,,Paperback,Text,$29.95,£23.95,€27.00,Harvard Papers in Ukrainian Studies,636,,6 x 9,2017,HISTORY / Russia & the Former Soviet Union,World,HIS032000,,,,,,
674972201,9780674972209,"Greenawalt, Kent",Kent Greenawalt,When Free Exercise and Nonestablishment Conflict,,,Hardback,Text,$41.00,£32.95,€37.00,,304,,6-1/8 x 9-1/4,2017,"LAW / Constitutional,RELIGION / Religion, Politics & State,LAW / Jurisprudence,PHILOSOPHY / Political",World,LAW018000,REL084000,LAW052000,,,,
067497591X,9780674975910,"Chimileski, Scott,Kolter, Roberto",Scott Chimileski and Roberto Kolter,Life at the Edge of Sight,A Photographic Exploration of the Microbial World,English,Hardback,Trade,$35.00,£28.95,€31.50,,384,"176 color illustrations, 35 halftones",7-3/8 x 8-1/4,2017,"SCIENCE / Life Sciences / Microbiology,NATURE / Ecosystems & Habitats / General*,SCIENCE / Natural History,SCIENCE / Electron Microscopes & Microscopy",World,SCI045000,NAT045000,SCI100000,,,,
674975405,9780674975408,"Schlefer, Jonathan",Jonathan Schlefer,The Assumptions Economists Make,,,Paperback,Trade,$20.50,£16.95,€18.50,,384,,Other,2017,"BUSINESS & ECONOMICS / Economics / Comparative,BUSINESS & ECONOMICS / Economics / Theory",World,BUS069010,BUS069030,,,,,
674971477,9780674971479,"Cobbs, Elizabeth",Elizabeth Cobbs,The Hello Girls,America’s First Women Soldiers,,Hardback,Trade,$31.00,£24.95,€28.00,,400,30 halftones,5-1/2 x 8-1/4,2017,"HISTORY / United States / 20th Century,HISTORY / Military / World War I,SOCIAL SCIENCE / Women's Studies,HISTORY / Women,TECHNOLOGY & ENGINEERING / Telecommunications",World,HIS036060,HIS027090,SOC028000,,,,
674971531,9780674971530,"Camus, Jean-Yves,Lebourg, Nicolas",Jean-Yves Camus and Nicolas Lebourg,Far-Right Politics in Europe,,French,Hardback,Trade,$29.95,£23.95,€27.00,,320,,5-1/2 x 8-1/4,2017,"HISTORY / Europe / General,POLITICAL SCIENCE / Political Ideologies / Nationalism & Patriotism,SOCIAL SCIENCE / Discrimination & Race Relations,POLITICAL SCIENCE / Political Process / Political Parties",World,HIS010000,POL031000,SOC031000,,,,
674975944,9780674975941,,A. David Lewis,Muslim Superheroes,"Comics, Islam, and Representation",,Paperback,Text,$24.95,£19.95,€22.50,Mizan Series,264,15 halftones,6 x 9,2017,"SOCIAL SCIENCE / Islamic Studies,LITERARY CRITICISM / Subjects & Themes / Religion,LITERARY CRITICISM / Comics & Graphic Novels",World,SOC048000,LIT025040,LIT017000,,,,
067497610X,9780674976108,"de Graaf, Reinier",Reinier de Graaf,Four Walls and a Roof,The Complex Nature of a Simple Profession,,Hardback,Trade,$35.00,£28.95,€31.50,,528,70 halftones,6-1/8 x 9-1/4,2017,"ARCHITECTURE / History / General,POLITICAL SCIENCE / Public Policy / City Planning & Urban Development,ARCHITECTURE / Criticism,ARCHITECTURE / Professional Practice",World,ARC005000,POL002000,ARC001000,,,,
873654099,9780873654098,"Barbash, Ilisa",Ilisa Barbash,Where the Roads All End,Photography and Anthropology in the Kalahari,,Paperback,Text,$39.95,£31.95,€36.00,,302,"119 color illustrations, 118 halftones, 2 maps",7-1/2 x 10,2017,"SOCIAL SCIENCE / Anthropology / Cultural & Social,HISTORY / Africa / South / General,PHOTOGRAPHY / Photoessays & Documentaries",World,SOC002010,HIS001040,PHO014000,,,,
1932650164,9781932650167,,Serhii Plokhy,The Future of the Past,New Perspectives on Ukrainian History,,Paperback,Text,$29.95,£23.95,€27.00,Harvard Papers in Ukrainian Studies,516,,6 x 9,2017,"HISTORY / Russia & the Former Soviet Union,HISTORY / Essays",World,HIS032000,HIS049000,,,,,
674975421,9780674975422,"Spang, Rebecca L.",Rebecca L. Spang,Stuff and Money in the Time of the French Revolution,,,Paperback,Trade,$23.50,£18.95,€21.00,,360,26 halftones,6-1/8 x 9-1/4,2017,"BUSINESS & ECONOMICS / Economic History,BUSINESS & ECONOMICS / Money & Monetary Policy,HISTORY / Europe / France,HISTORY / Revolutionary",World,BUS023000,BUS045000,HIS013000,,,,
674975480,9780674975484,"McAdams, Richard H.",Richard H. McAdams,The Expressive Powers of Law,Theories and Limits,,Paperback,Text,$23.50,£18.95,€21.00,,336,14 diagrams,6-1/8 x 9-1/4,2017,"LAW / Jurisprudence,POLITICAL SCIENCE / Law Enforcement",World,LAW052000,POL014000,,,,,
884024164,9780884024163,,Yota Batsaki,The Botany of Empire in the Long Eighteenth Century,,,Hardback,Text,$90.00,£72.95,€81.00,Dumbarton Oaks Symposia and Colloquia,406,"174 color illustrations, 6 halftones, 1 line illustration, 1 map, 1 table",8-1/2 x 11,2017,"HISTORY / World,HISTORY / Expeditions & Discoveries,SCIENCE / Life Sciences / Botany,HISTORY / Modern / 18th Century",World,HIS037000,HIS051000,SCI011000,,,,
674972341,9780674972346,"Guardino, Peter",Peter Guardino,The Dead March,A History of the Mexican-American War,,Hardback,Trade,$39.95,£31.95,€36.00,,512,"11 halftones, 13 maps",6-1/8 x 9-1/4,2017,"HISTORY / Military / United States,HISTORY / United States / 19th Century,HISTORY / Latin America / Mexico,HISTORY / Social History,HISTORY / Military / Wars & Conflicts (Other)",World,HIS027110,HIS036040,HIS025000,,,,
674975707,9780674975705,"Platte, Ryan",Ryan Platte,Equine Poetics,,,Paperback,Text,$19.95,£15.95,€18.00,Hellenic Studies Series,150,6 tables,6 x 9,2017,"LITERARY CRITICISM / Ancient & Classical,LITERARY CRITICISM / Fairy Tales, Folk Tales, Legends & Mythology,LITERARY CRITICISM / Poetry",World,LIT004190,LIT022000,LIT014000,,,,
674975863,9780674975866,"Arthur, Wallace",Wallace Arthur,Life through Time and Space,,,Hardback,Trade,$29.95,£23.95,€27.00,,296,7 line illustrations,5-1/2 x 8-1/4,2017,"SCIENCE / Astronomy,SCIENCE / Life Sciences / Biology,SCIENCE / Life Sciences / Evolution,SCIENCE / Cosmology,SCIENCE / Life Sciences / Developmental Biology",World,SCI004000,SCI008000,SCI027000,,,,
674975677,9780674975675,,Robert W. Gaston,San Lorenzo,A Florentine Church,,Hardback,Text,$100.00,£80.95,€90.00,Villa I Tatti Series,768,"206 color illustrations, 134 halftones, 8 tables",8-1/2 x 11,2017,"HISTORY / Europe / Renaissance,ART / History / Renaissance,ARCHITECTURE / History / Renaissance",World,HIS037020,ART015080,ARC005040,,,,
674975154,9780674975156,"Steininger, Brian",Brian Steininger,Chinese Literary Forms in Heian Japan,Poetics and Practice,,Hardback,Text,$39.95,£31.95,€36.00,Harvard East Asian Monographs,308,"4 halftones, 2 line illustrations",6 x 9,2017,"LITERARY CRITICISM / Asian / Japanese,LITERARY CRITICISM / Asian / Chinese",World,LIT008030,LIT008010,,,,,
674975170,9780674975170,"Yoshikawa, Lisa",Lisa Yoshikawa,Making History Matter,Kuroita Katsumi and the Construction of Imperial Japan,,Hardback,Text,$49.95,£39.95,€45.00,Harvard East Asian Monographs,382,"4 halftones, 1 table",6 x 9,2017,"HISTORY / Asia / Japan,HISTORY / Asia / Korea,HISTORY / Modern / 20th Century",World,HIS021000,HIS023000,HIS037070,,,,
674975189,9780674975187,"Cronin, Michael P.",Michael P. Cronin,Osaka Modern,The City in the Japanese Imaginary,,Hardback,Text,$39.95,£31.95,€36.00,Harvard East Asian Monographs,246,,6 x 9,2017,"HISTORY / Asia / Japan,LITERARY CRITICISM / Asian / Japanese",World,HIS021000,LIT008030,,,,,
674975588,9780674975583,"Hawley, John Stratton",John Stratton Hawley,Into Sūr’s Ocean,"Poetry, Context, and Commentary",,Hardback,Text,$95.00,£76.95,€85.50,Harvard Oriental Series,1050,,7 x 10,2017,"HISTORY / Asia / India & South Asia,POETRY / Asian / General",World,HIS017000,POE009000,,,,,
884024172,9780884024170,,Margaret Mullett,"Dumbarton Oaks Papers, 70",,,Hardback,Text,$125.00,£100.95,€112.50,Dumbarton Oaks Papers,344,,8-1/2 x 11,2017,"HISTORY / Europe / Medieval,LITERARY CRITICISM / Medieval,ART / History / Medieval",World,HIS037010,LIT011000,ART015070,,,,
088402413X,9780884024132,"Ousterhout, Robert G.",Robert G. Ousterhout,Visualizing Community,"Art, Material Culture, and Settlement in Byzantine Cappadocia",,Hardback,Text,$90.00,£72.95,€81.00,Dumbarton Oaks Studies,558,"410 color illustrations, 18 halftones, 90 line illustrations, 4 maps",8-1/2 x 11,2017,"HISTORY / Europe / Medieval,ART / History / Medieval",World,HIS037010,ART015070,,,,,
674975308,9780674975309,,Jorge I. Domínguez,Social Policies and Decentralization in Cuba,Change in the Context of 21st Century Latin America,,Paperback,Text,$24.99,£19.95,€22.50,Series on Latin American Studies,282,"15 line illustrations, 17 tables",6 x 9,2017,"HISTORY / Latin America / General,POLITICAL SCIENCE / World / Caribbean & Latin American,POLITICAL SCIENCE / Public Policy / Social Policy",World,HIS024000,POL057000,POL029000,,,,
884024229,9780884024224,,D. Fairchild Ruggles,Sound and Scent in the Garden,,,Hardback,Text,$65.00,£52.95,€58.50,Dumbarton Oaks Colloquium on the History of Landscape Architecture,362,"13 color illustrations, 113 halftone and color photos, 4 line illustrations",8-1/2 x 11,2017,"ARCHITECTURE / Landscape,GARDENING / Garden Design",World,ARC008000,GAR006000,,,,,
674975561,9780674975569,,Maho Iuchi,An Early Text on the History of Rwa sgreng Monastery,The <i>Rgyal ba’i dben gnas rwa sgreng gi bshad pa nyi ma’i ’od zer</i> of ’Brom Shes rab me lce,,Hardback,Text,$40.00,£32.95,€36.00,Harvard Oriental Series,210,,7 x 10,2017,"RELIGION / Buddhism / Tibetan,RELIGION / Buddhism / History,LITERARY CRITICISM / Asian / General",World,REL007050,REL007010,LIT008000,,,,
674975073,9780674975071,"Schake, Kori",Kori Schake,Safe Passage,The Transition from British to American Hegemony,,Hardback,Academic Trade,$31.00,£24.95,€28.00,,400,1 map,5-1/2 x 8-1/4,2017,"POLITICAL SCIENCE / International Relations / General,HISTORY / United States / General,HISTORY / Military / Wars & Conflicts (Other),POLITICAL SCIENCE / Security (National & International),HISTORY / Europe / Great Britain / General",World,POL011000,HIS036000,HIS027130,,,,
674975669,9780674975668,"Hardimon, Michael O.",Michael O. Hardimon,Rethinking Race,The Case for Deflationary Realism,,Hardback,Text,$41.00,£32.95,€37.00,,240,1 line illustration,6-1/8 x 9-1/4,2017,"SOCIAL SCIENCE / Ethnic Studies / General,PHILOSOPHY / General,SOCIAL SCIENCE / Discrimination & Race Relations,SCIENCE / Life Sciences / Biology",World,SOC008000,PHI000000,SOC031000,,,,
674975006,9780674975002,"Appiah, Kwame Anthony",Kwame Anthony Appiah,As If,Idealization and Ideals,,Hardback,Trade,$29.00,£23.95,€26.00,,240,,4-3/8 x 7-1/8,2017,"PHILOSOPHY / Social,PHILOSOPHY / Movements / Idealism,PHILOSOPHY / Individual Philosophers,PHILOSOPHY / Ethics & Moral Philosophy,PHILOSOPHY / Political",World,PHI034000,PHI042000,PHI046000,,,,
674976495,9780674976498,"Bramen, Carrie Tirado",Carrie Tirado Bramen,American Niceness,A Cultural History,,Hardback,Text,$46.50,£37.95,€42.00,,384,11 halftones,6-1/8 x 9-1/4,2017,"LITERARY CRITICISM / American / General,HISTORY / United States / General,HISTORY / United States / 19th Century,SOCIAL SCIENCE / Women's Studies,SOCIAL SCIENCE / Ethnic Studies / African American Studies",World,LIT004020,HIS036000,HIS036040,,,,
674971949,9780674971943,"Ahmed, Faiz",Faiz Ahmed,Afghanistan Rising,Islamic Law and Statecraft between the Ottoman and British Empires,,Hardback,Text,$51.50,£41.95,€46.50,,448,"25 halftones, 5 maps, 1 chart, 2 tables",6-1/8 x 9-1/4,2017,"HISTORY / Middle East / Turkey & Ottoman Empire*,HISTORY / Asia / India & South Asia,HISTORY / Modern / 20th Century,RELIGION / Islam / Law,POLITICAL SCIENCE / Constitutions",World,HIS055000,HIS017000,HIS037070,,,,
674972236,9780674972230,"Lockhart, Paul",Paul Lockhart,Arithmetic,,English,Hardback,Trade,$22.95,£18.95,€20.50,,240,58 line illustrations,5-1/2 x 8-1/4,2017,"MATHEMATICS / Arithmetic,MATHEMATICS / Counting & Numeration,MATHEMATICS / History & Philosophy,EDUCATION / Teaching Methods & Materials / Mathematics",World,MAT004000,MAT006000,MAT015000,,,,
674975626,9780674975620,"Mullen, Lincoln A.",Lincoln A. Mullen,The Chance of Salvation,A History of Conversion in America,,Hardback,Text,$41.00,£32.95,€37.00,,384,"8 halftones, 2 maps, 3 graphs",6-1/8 x 9-1/4,2017,"HISTORY / United States / 19th Century,RELIGION / Comparative Religion,SOCIAL SCIENCE / Sociology of Religion,RELIGION / Christianity / History,RELIGION / Christian Ministry / Evangelism",World,HIS036040,REL017000,SOC039000,,,,
674975774,9780674975774,"Posner, Richard A.",Richard A. Posner,The Federal Judiciary,Strengths and Weaknesses,,Hardback,Trade,$35.00,£28.95,€31.50,,464,,6-1/8 x 9-1/4,2017,"LAW / Judicial Power,POLITICAL SCIENCE / American Government / Judicial Branch,LAW / Jurisprudence,LAW / Government / Federal,LAW / Constitutional",World,LAW111000,POL040030,LAW052000,,,,
674984218,9780674984219,,Intisar A. Rabb,Justice and Leadership in Early Islamic Courts,,,Hardback,Text,$45.00,£36.95,€40.50,Harvard Series in Islamic Law,260,"2 color illustrations, 1 line illustration, 1 map",6 x 9,2017,"LAW / Legal History,RELIGION / Islam / History,RELIGION / Islam / Law",World,LAW060000,REL037010,REL037020,,,,
674976525,9780674976528,"Hall, Stuart",Stuart Hall,The Fateful Triangle,"Race, Ethnicity, Nation",,Hardback,Academic Trade,$26.50,£21.95,€24.00,The W. E. B. Du Bois Lectures,256,,4-3/8 x 7-1/8,2017,"PHILOSOPHY / Social,SOCIAL SCIENCE / Black Studies (Global),SOCIAL SCIENCE / Ethnic Studies / General,SOCIAL SCIENCE / Discrimination & Race Relations",World,PHI034000,SOC056000,SOC008000,,,,
674976274,9780674976276,"Ignatieff, Michael",Michael Ignatieff,The Ordinary Virtues,Moral Order in a Divided World,,Hardback,Trade,$29.00,£23.95,€26.00,,272,,5-1/2 x 8-1/4,2017,"PHILOSOPHY / Ethics & Moral Philosophy,POLITICAL SCIENCE / Globalization,PHILOSOPHY / Political,POLITICAL SCIENCE / Imperialism,POLITICAL SCIENCE / Political Ideologies / Conservatism & Liberalism",World,PHI005000,POL033000,PHI019000,,,,
674972481,9780674972483,"Carleton, Gregory",Gregory Carleton,Russia,The Story of War,,Hardback,Trade,$29.95,£23.95,€27.00,,304,"20 halftones, 6 maps",5-1/2 x 8-1/4,2017,"HISTORY / Russia & the Former Soviet Union,HISTORY / Military / General,POLITICAL SCIENCE / World / Russian & Former Soviet Union",World,HIS032000,HIS027000,POL060000,,,,
674975715,9780674975712,"Clotfelter, Charles T.",Charles T. Clotfelter,Unequal Colleges in the Age of Disparity,,,Hardback,Text,$41.00,£32.95,€37.00,,448,"1 halftone, 62 graphs, 8 tables",6-1/8 x 9-1/4,2017,"EDUCATION / Higher,EDUCATION / Educational Policy & Reform / General,BUSINESS & ECONOMICS / Education,EDUCATION / Finance,SOCIAL SCIENCE / Social Classes",World,EDU015000,EDU034000,BUS024000,,,,
067454546X,9780674545465,"Mounk, Yascha",Yascha Mounk,The Age of Responsibility,"Luck, Choice, and the Welfare State",,Hardback,Academic Trade,$31.00,£24.95,€28.00,,288,"1 graph, 3 tables",5-1/2 x 8-1/4,2017,"POLITICAL SCIENCE / History & Theory,POLITICAL SCIENCE / Public Policy / Social Services & Welfare,PHILOSOPHY / Political,HISTORY / Modern / 20th Century,SOCIAL SCIENCE / Sociology / General",World,POL010000,POL019000,PHI019000,,,,
674660196,9780674660199,"Bollack, Jean",Jean Bollack,The Art of Reading,From Homer to Paul Celan,,Paperback,Text,$29.95,£23.95,€27.00,Hellenic Studies Series,438,,6 x 9,2017,LITERARY CRITICISM / General,World,LIT000000,,,,,,
674048261,9780674048263,"Margalit, Avishai",Avishai Margalit,On Betrayal,,,Hardback,Trade,$26.95,£21.95,€24.50,,352,,5-1/2 x 8-1/4,2017,PHILOSOPHY / Ethics & Moral Philosophy,World,PHI005000,,,,,,
674971957,9780674971950,"Remy, Steven P.",Steven P. Remy,The Malmedy Massacre,The War Crimes Trial Controversy,,Hardback,Academic Trade,$31.00,£24.95,€28.00,,352,"15 halftones, 2 maps",6-1/8 x 9-1/4,2017,"HISTORY / Military / World War II,HISTORY / Europe / Germany,POLITICAL SCIENCE / Genocide & War Crimes,LAW / Military",World,HIS027100,HIS014000,POL061000,,,,
674545052,9780674545052,"Horta, Paulo Lemos",Paulo Lemos Horta,Marvellous Thieves,Secret Authors of the Arabian Nights,,Hardback,Trade,$35.00,£28.95,€31.50,,384,26 halftones,6-1/8 x 9-1/4,2017,"LITERARY CRITICISM / Middle Eastern,LITERARY CRITICISM / European / General,HISTORY / Europe / General",World,LIT004220,LIT004130,HIS010000,,,,
674976169,9780674976160,"Bucar, Elizabeth",Elizabeth Bucar,Pious Fashion,How Muslim Women Dress,,Hardback,Trade,$29.95,£23.95,€27.00,,248,21 color illustrations,5-1/2 x 8-1/4,2017,"DESIGN / Fashion & Accessories,SOCIAL SCIENCE / Islamic Studies,SOCIAL SCIENCE / Women's Studies,SOCIAL SCIENCE / Anthropology / Cultural & Social",World,DES005000,SOC048000,SOC028000,,,,
674972287,9780674972285,,Naomi R. Lamoreaux,Corporations and American Democracy,,,Hardback,Text,$36.00,£28.95,€32.50,,528,"2 halftones, 4 maps, 7 graphs, 9 tables",6-1/8 x 9-1/4,2017,"HISTORY / United States / General,LAW / Legal History,BUSINESS & ECONOMICS / Government & Business,BUSINESS & ECONOMICS / Corporate & Business History,POLITICAL SCIENCE / American Government / General",World,HIS036000,LAW060000,BUS079000,,,,
674545729,9780674545724,"Geuss, Raymond",Raymond Geuss,Changing the Subject,Philosophy from Socrates to Adorno,,Hardback,Trade,$29.95,£23.95,€27.00,,368,,5-1/2 x 8-1/4,2017,"PHILOSOPHY / Individual Philosophers,PHILOSOPHY / History & Surveys / General,PHILOSOPHY / Movements / General,PHILOSOPHY / Political,PHILOSOPHY / Religious",World,PHI046000,PHI009000,PHI031000,,,,
674045513,9780674045514,"Feros, Antonio",Antonio Feros,Speaking of Spain,The Evolution of Race and Nation in the Hispanic World,,Hardback,Text,$46.50,£37.95,€42.00,,384,5 maps,6-1/8 x 9-1/4,2017,"HISTORY / Europe / Spain & Portugal,HISTORY / Latin America / General,POLITICAL SCIENCE / Political Ideologies / Nationalism & Patriotism,SOCIAL SCIENCE / Anthropology / Cultural & Social",World,HIS045000,HIS024000,POL031000,,,,
674975472,9780674975477,"Förster, Eckart",Eckart Förster,The Twenty-Five Years of Philosophy,A Systematic Reconstruction,,Paperback,Text,$25.50,£20.95,€23.00,,432,"1 halftone, 13 line illustrations",6-1/8 x 9-1/4,2017,"PHILOSOPHY / History & Surveys / Modern,PHILOSOPHY / Movements / Idealism",World,PHI016000,PHI042000,,,,,
067497638X,9780674976382,"Savin-Williams, Ritch C.",Ritch C. Savin-Williams,Mostly Straight,Sexual Fluidity among Men,,Hardback,Trade,$27.95,£22.95,€25.00,,256,1 table,5-1/2 x 8-1/4,2017,"SOCIAL SCIENCE / Human Sexuality (see also PSYCHOLOGY / Human Sexuality),PSYCHOLOGY / Human Sexuality,SOCIAL SCIENCE / Men's Studies,SOCIAL SCIENCE / LGBT Studies / Gay Studies,HEALTH & FITNESS / Sexuality",World,SOC065000,PSY016000,SOC018000,,,,
674971825,9780674971820,"Heywood, Linda M.",Linda M. Heywood,Njinga of Angola,Africa’s Warrior Queen,,Hardback,Trade,$31.00,£24.95,€28.00,,320,"14 halftones, 5 maps",6-1/8 x 9-1/4,2017,"BIOGRAPHY & AUTOBIOGRAPHY / Cultural, Ethnic & Regional / General,BIOGRAPHY & AUTOBIOGRAPHY / Royalty,BIOGRAPHY & AUTOBIOGRAPHY / Women,HISTORY / Modern / 17th Century,HISTORY / Africa / South / General",World,BIO002000,BIO014000,BIO022000,,,,
884024180,9780884024187,"Boone, Elizabeth Hill,Burkhart, Louise M.,Tavárez, David","Elizabeth Hill Boone, Louise M. Burkhart, and David Tavárez",Painted Words,"Nahua Catholicism, Politics, and Memory in the Atzaqualco Pictorial Catechism",,Paperback,Text,$69.95,£55.95,€63.00,Dumbarton Oaks Pre-Columbian Art and Archaeology Studies Series,400,"28 color illustrations, 3 line illustrations, 4 tables, 64-page color insert",7-3/4 x 10-1/2,2017,"RELIGION / Christianity / Catholic,HISTORY / Latin America / Mexico,SOCIAL SCIENCE / Anthropology / Cultural & Social",World,REL010000,HIS025000,SOC002010,,,,
674660404,9780674660403,"Ingraham, John L.",John L. Ingraham,Kin,How We Came to Know Our Microbe Relatives,English,Hardback,Trade,$29.95,£23.95,€27.00,,304,"7 halftones, 6 line illustrations",5-1/2 x 8-1/4,2017,"SCIENCE / Life Sciences / Microbiology,SCIENCE / Life Sciences / Evolution,SCIENCE / History",World,SCI045000,SCI027000,SCI034000,,,,
674975650,9780674975651,"Bailyn, Bernard",Bernard Bailyn,The Ideological Origins of the American Revolution,Fiftieth Anniversary Edition,,Paperback,Trade,$23.50,£18.95,€21.00,,432,2 halftones,5-1/2 x 8,2017,"HISTORY / Military / General,HISTORY / United States / General",World,HIS027000,HIS036000,,,,,
674660315,9780674660311,"Pfaff, Donald",Donald Pfaff,How the Vertebrate Brain Regulates Behavior,Direct from the Lab,English,Hardback,Text,$36.00,£28.95,€32.50,,272,28 line illustrations,6-1/8 x 9-1/4,2017,"SCIENCE / Life Sciences / Neuroscience*,PSYCHOLOGY / Cognitive Neuroscience & Cognitive Neuropsychology,SCIENCE / History,SCIENCE / Life Sciences / Human Anatomy & Physiology",World,SCI089000,PSY051000,SCI034000,,,,
